Latitude,Longitude,Region
30.448,-23.457,1.0
30.27,-23.545,1.0
30.068,-23.647,1.0
29.916,-23.72,1.0
29.731,-23.811,1.0
29.521,-23.916,1.0
29.488,-23.932,1.0
29.389,-23.981,1.0
29.215,-24.066,1.0
29.043,-24.15,1.0
28.86,-24.239,1.0
28.71,-24.312,1.0
28.609,-24.361,1.0
28.609,-24.361,1.0
28.609,-24.361,1.0
28.609,-24.361,1.0
28.586,-24.368,1.0
28.423,-24.448,1.0
28.241,-24.538,1.0
28.111,-24.596,1.0
27.974,-24.666,1.0
27.804,-24.753,1.0
27.657,-24.825,1.0
27.48,-24.909,1.0
27.315,-24.989,1.0
27.118,-25.082,1.0
26.976,-25.154,1.0
26.808,-25.24,1.0
26.636,-25.318,1.0
26.441,-25.408,1.0
26.22,-25.512,1.0
26.204,-25.521,1.0
26.061,-25.592,1.0
25.938,-25.649,1.0
25.736,-25.742,1.0
25.56,-25.831,1.0
25.347,-25.933,1.0
25.289,-25.954,1.0
25.179,-26.006,1.0
25.179,-26.006,1.0
25.179,-26.006,1.0
25.059,-26.055,1.0
24.91,-26.117,1.0
24.703,-26.234,1.0
24.518,-26.321,1.0
24.406,-26.373,1.0
24.19,-26.474,1.0
24.016,-26.556,1.0
23.858,-26.637,1.0
23.659,-26.723,1.0
23.502,-26.792,1.0
23.345,-26.869,1.0
23.183,-26.946,1.0
23.004,-27.029,1.0
22.846,-27.104,1.0
22.628,-27.202,1.0
22.6,-27.213,1.0
22.542,-27.229,1.0
22.214,-27.394,1.0
22.542,-27.229,1.0
22.043,-27.474,1.0
21.878,-27.551,1.0
21.711,-27.626,1.0
21.549,-27.703,1.0
21.549,-27.703,1.0
21.549,-27.703,1.0
21.446,-27.74,1.0
21.274,-27.816,1.0
21.12,-27.894,1.0
20.936,-27.983,1.0
20.82,-28.033,1.0
20.619,-28.128,1.0
20.447,-28.206,1.0
20.286,-28.28,1.0
20.106,-28.359,1.0
19.957,-28.43,1.0
19.797,-28.503,1.0
19.618,-28.581,1.0
19.438,-28.664,1.0
19.277,-28.745,1.0
19.087,-28.817,1.0
19.078,-28.817,1.0
18.998,-28.818,1.0
18.873,-28.832,1.0
18.658,-28.855,1.0
18.484,-28.873,1.0
18.456,-28.876,1.0
18.134,-28.901,1.0
17.844,-28.926,1.0
17.844,-28.926,1.0
17.844,-28.926,1.0
17.742,-28.93,1.0
17.586,-28.987,1.0
17.377,-28.997,1.0
17.18,-28.995,1.0
17.034,-28.992,1.0
16.84,-28.989,1.0
16.62,-28.965,1.0
16.455,-28.944,1.0
16.236,-28.916,1.0
16.064,-28.873,1.0
15.905,-28.834,1.0
15.705,-28.781,1.0
15.509,-28.731,1.0
15.314,-28.683,1.0
15.086,-28.626,1.0
15.076,-28.613,1.0
15.033,-28.599,1.0
14.85,-28.557,1.0
14.666,-28.517,1.0
14.473,-28.468,1.0
14.274,-28.418,1.0
14.114,-28.378,1.0
13.937,-28.32,1.0
13.937,-28.32,1.0
13.937,-28.32,1.0
13.812,-28.294,1.0
13.664,-28.255,1.0
13.373,-28.192,1.0
13.249,-28.16,1.0
13.099,-28.118,1.0
12.909,-28.074,1.0
12.717,-28.026,1.0
12.546,-27.983,1.0
12.355,-27.937,1.0
12.169,-27.888,1.0
11.976,-27.841,1.0
11.79,-27.795,1.0
11.658,-27.761,1.0
11.567,-27.744,1.0
11.469,-27.722,1.0
11.447,-27.709,1.0
11.352,-27.682,1.0
11.185,-27.642,1.0
10.972,-27.59,1.0
10.813,-27.543,1.0
10.615,-27.473,1.0
10.431,-27.409,1.0
10.231,-27.342,1.0
10.231,-27.342,1.0
10.231,-27.342,1.0
10.064,-27.283,1.0
9.834,-27.216,1.0
9.595,-27.146,1.0
9.396,-27.09,1.0
9.209,-27.039,1.0
9.239,-27.047,1.0
8.869,-26.964,1.0
8.734,-26.936,1.0
8.528,-26.889,1.0
8.405,-26.858,1.0
8.225,-26.807,1.0
8.058,-26.763,1.0
7.875,-26.729,1.0
7.705,-26.694,1.0
7.504,-26.649,1.0
7.471,-26.65,1.0
7.393,-26.627,1.0
7.246,-26.592,1.0
7.069,-26.553,1.0
6.917,-26.52,1.0
6.733,-26.479,1.0
6.553,-26.44,1.0
6.383,-26.403,1.0
6.383,-26.403,1.0
6.383,-26.403,1.0
6.256,-26.381,1.0
6.106,-26.343,1.0
5.909,-26.295,1.0
5.753,-26.263,1.0
5.599,-26.228,1.0
5.423,-26.19,1.0
5.245,-26.149,1.0
5.07,-26.113,1.0
4.892,-26.073,1.0
4.73,-26.039,1.0
4.56,-26.001,1.0
4.393,-25.963,1.0
4.224,-25.926,1.0
4.028,-25.883,1.0
3.832,-25.84,1.0
3.808,-25.836,1.0
3.733,-25.819,1.0
3.594,-25.788,1.0
3.507,-25.769,1.0
0.002,-24.993,1.0
-0.067,-24.995,1.0
-0.21,-24.998,1.0
-0.406,-24.998,1.0
-0.557,-24.997,1.0
-0.711,-24.996,1.0
-0.872,-24.996,1.0
-1.074,-24.995,1.0
-1.074,-24.995,1.0
-1.074,-24.995,1.0
-1.15,-24.982,1.0
-1.293,-24.983,1.0
-1.461,-24.99,1.0
-1.663,-24.992,1.0
-1.832,-24.99,1.0
-1.972,-24.99,1.0
-2.173,-24.989,1.0
-2.331,-24.988,1.0
-2.528,-24.987,1.0
-2.71,-24.986,1.0
-2.889,-24.986,1.0
-3.07,-24.985,1.0
-3.271,-24.982,1.0
-3.453,-24.986,1.0
-3.653,-24.986,1.0
-3.689,-24.98,1.0
-3.781,-24.98,1.0
-3.963,-24.983,1.0
-4.149,-24.982,1.0
-4.308,-24.982,1.0
-4.487,-24.98,1.0
-4.654,-24.979,1.0
-4.865,-24.977,1.0
-4.865,-24.977,1.0
-4.865,-24.977,1.0
-4.985,-24.973,1.0
-5.141,-24.971,1.0
-5.339,-24.972,1.0
-5.517,-24.971,1.0
-5.661,-24.97,1.0
-5.86,-24.969,1.0
-6.044,-24.968,1.0
-6.221,-24.967,1.0
-6.405,-24.969,1.0
-6.579,-24.968,1.0
-6.762,-24.966,1.0
-6.941,-24.964,1.0
-7.12,-24.962,1.0
-7.296,-24.962,1.0
-7.5,-24.96,1.0
-7.549,-24.959,1.0
-7.598,-24.958,1.0
-7.801,-24.959,1.0
-7.968,-24.959,1.0
-8.137,-24.957,1.0
-8.329,-24.956,1.0
-8.446,-24.956,1.0
-8.665,-24.954,1.0
-8.665,-24.954,1.0
-8.665,-24.954,1.0
-8.763,-24.948,1.0
-8.907,-24.946,1.0
-9.077,-24.952,1.0
-9.257,-24.952,1.0
-9.397,-24.949,1.0
-9.582,-24.948,1.0
-9.765,-24.947,1.0
-9.974,-24.945,1.0
-10.143,-24.944,1.0
-10.323,-24.942,1.0
-10.487,-24.942,1.0
-10.653,-24.943,1.0
-10.813,-24.939,1.0
-10.996,-24.938,1.0
-11.223,-24.938,1.0
-11.262,-24.939,1.0
-11.355,-24.933,1.0
-11.537,-24.936,1.0
-11.691,-24.934,1.0
-11.877,-24.933,1.0
-12.028,-24.932,1.0
-12.083,-24.93,1.0
-12.083,-24.93,1.0
-12.083,-24.93,1.0
-12.083,-24.93,1.0
-12.102,-24.928,1.0
-12.304,-24.94,1.0
-12.491,-24.98,1.0
-12.177,-24.97,1.0
-12.823,-24.958,1.0
-13.026,-24.95,1.0
-13.218,-24.955,1.0
-13.414,-24.96,1.0
-13.603,-24.964,1.0
-13.783,-24.967,1.0
-13.969,-24.971,1.0
-14.145,-24.977,1.0
-14.339,-24.979,1.0
-14.541,-24.984,1.0
-14.75,-24.989,1.0
-14.779,-24.986,1.0
-14.878,-24.989,1.0
-15.065,-24.997,1.0
-15.279,-25.003,1.0
-15.422,-25.997,1.0
-15.564,-25.003,1.0
-15.716,-25.014,1.0
-15.913,-25.023,1.0
-15.913,-25.023,1.0
-15.913,-25.023,1.0
-16.032,-25.024,1.0
-16.197,-25.031,1.0
-16.36,-25.042,1.0
-16.502,-25.043,1.0
-16.655,-25.047,1.0
-16.826,-25.052,1.0
-17.988,-25.056,1.0
-17.143,-25.06,1.0
-17.322,-25.066,1.0
-17.471,-25.069,1.0
-17.639,-25.072,1.0
-17.816,-25.078,1.0
-17.955,-25.083,1.0
-18.129,-25.086,1.0
-18.279,-25.091,1.0
-18.339,-25.087,1.0
-18.436,-25.089,1.0
-18.551,-25.09,1.0
-18.553,-25.09,1.0
-18.553,-25.09,1.0
-18.539,-25.092,1.0
-18.558,-25.089,1.0
-18.578,-25.086,1.0
-18.578,-25.086,1.0
-18.578,-25.086,1.0
-18.578,-25.086,1.0
-18.573,-25.085,1.0
-18.547,-25.08,1.0
-18.544,-25.08,1.0
-18.613,-25.085,1.0
-18.798,-25.084,1.0
-18.951,-25.084,1.0
-19.152,-25.085,1.0
-19.341,-25.084,1.0
-19.473,-25.083,1.0
-19.643,-25.078,1.0
-19.81,-25.075,1.0
-19.975,-25.073,1.0
-20.152,-25.069,1.0
-20.373,-25.066,1.0
-20.38,-25.059,1.0
-20.433,-25.064,1.0
-20.617,-25.061,1.0
-20.97,-25.058,1.0
-20.792,-25.055,1.0
-21.131,-25.051,1.0
-21.49,-25.046,1.0
-21.49,-25.046,1.0
-21.49,-25.046,1.0
-21.609,-25.048,1.0
-21.737,-25.044,1.0
-21.938,-25.036,1.0
-22.086,-25.118,1.0
-22.231,-25.032,1.0
-22.41,-25.129,1.0
-22.584,-25.026,1.0
-22.807,-25.123,1.0
-22.956,-25.017,1.0
-23.148,-25.016,1.0
-23.338,-25.013,1.0
-23.496,-25.009,1.0
-23.625,-25.006,1.0
-23.791,-25.003,1.0
-23.978,-25.0,1.0
-24.0,-25.0,1.0
-24.068,-25.064,1.0
-24.199,-25.191,1.0
-24.332,-25.334,1.0
-24.462,-25.463,1.0
-24.584,-25.598,1.0
-24.814,-25.821,1.0
-24.814,-25.821,1.0
-24.814,-25.821,1.0
-24.906,-25.903,1.0
-25.005,-26.007,1.0
-25.128,-26.143,1.0
-25.26,-26.27,1.0
-25.378,-26.389,1.0
-25.427,-26.464,1.0
-25.541,-26.579,1.0
-25.684,-26.716,1.0
-25.802,-26.822,1.0
-26.083,-27.107,1.0
-26.239,-27.255,1.0
-26.354,-27.354,1.0
-26.489,-27.489,1.0
-26.623,-27.623,1.0
-26.655,-27.655,1.0
-26.671,-27.671,1.0
-26.819,-27.819,1.0
-26.981,-27.981,1.0
-27.103,-27.103,1.0
-27.242,-28.242,1.0
-27.25,-28.25,1.0
-27.253,-28.253,1.0
-27.253,-28.253,1.0
-27.253,-28.253,1.0
-27.411,-28.411,1.0
-27.549,-28.549,1.0
-27.63,-28.63,1.0
-27.762,-28.762,1.0
-27.873,-28.873,1.0
-27.01,-29.01,1.0
-28.134,-29.134,1.0
-28.193,-29.263,1.0
-28.32,-29.396,1.0
-28.446,-29.527,1.0
-28.564,-29.649,1.0
-28.698,-29.788,1.0
-28.822,-29.916,1.0
-28.94,-30.035,1.0
-29.105,-30.205,1.0
-29.128,-30.223,1.0
-29.195,-30.302,1.0
-29.305,-30.418,1.0
-29.426,-30.544,1.0
-29.568,-30.681,1.0
-29.672,-30.781,1.0
-29.916,-31.047,1.0
-29.916,-31.047,1.0
-29.916,-31.047,1.0
-30.006,-31.15,1.0
-30.121,-31.272,1.0
-30.263,-31.415,1.0
-30.388,-31.554,1.0
-30.485,-31.66,1.0
-30.628,-31.81,1.0
-30.755,-31.945,1.0
-30.889,-32.086,1.0
-30.977,-32.187,1.0
-31.109,-32.327,1.0
-31.191,-32.415,1.0
-31.305,-32.541,1.0
-31.404,-32.639,1.0
-31.513,-32.754,1.0
-31.598,-32.847,1.0
-31.614,-32.888,1.0
-31.608,-32.892,1.0
-31.699,-32.975,1.0
-31.808,-33.072,1.0
-31.922,-33.187,1.0
-32.038,-33.318,1.0
-32.278,-33.576,1.0
-32.278,-33.576,1.0
-32.278,-33.576,1.0
-32.373,-33.674,1.0
-32.375,-33.675,1.0
-32.45,-33.757,1.0
-32.556,-33.876,1.0
-32.67,-34.001,1.0
-32.814,-34.156,1.0
-32.85,-34.193,1.0
-33.05,-34.413,1.0
-33.156,-34.526,1.0
-33.263,-34.646,1.0
-33.379,-34.769,1.0
-33.496,-34.89,1.0
-33.603,-35.009,1.0
-33.689,-35.109,1.0
-33.808,-35.239,1.0
-33.829,-35.266,1.0
-33.851,-35.287,1.0
-33.956,-35.404,1.0
-34.063,-35.522,1.0
-34.17,-35.639,1.0
-34.268,-35.748,1.0
-34.497,-36.003,1.0
-34.497,-36.003,1.0
-34.497,-36.003,1.0
-34.581,-36.091,1.0
-34.585,-36.092,1.0
-34.705,-36.225,1.0
-34.829,-36.369,1.0
-34.918,-36.467,1.0
-34.06,-36.627,1.0
-35.176,-36.755,1.0
-35.3,-36.893,1.0
-35.404,-37.009,1.0
-35.52,-37.142,5.0
-35.638,-37.265,5.0
-35.759,-37.402,5.0
-35.88,-37.54,5.0
-36.018,-37.7,5.0
-36.144,-37.843,5.0
-36.167,-37.866,5.0
-36.202,-37.907,5.0
-36.334,-38.059,5.0
-36.449,-38.184,5.0
-36.564,-38.32,5.0
-36.688,-38.461,5.0
-36.927,-38.728,5.0
-36.927,-38.728,5.0
-36.927,-38.728,5.0
-37.012,-38.835,5.0
-37.083,-38.905,5.0
-37.188,-39.036,5.0
-37.326,-39.188,5.0
-37.41,-39.287,5.0
-37.55,-39.448,5.0
-37.681,-39.598,5.0
-37.782,-39.717,5.0
-37.9,-39.85,5.0
-38.012,-39.98,5.0
-38.132,-40.119,5.0
-38.252,-40.258,5.0
-38.349,-40.373,5.0
-38.467,-40.508,5.0
-38.57,-40.629,5.0
-38.584,-40.654,5.0
-38.609,-40.687,5.0
-38.723,-40.81,5.0
-38.839,-40.942,5.0
-39.538,-41.068,5.0
-39.028,-41.163,5.0
-39.106,-41.282,5.0
-39.167,-41.396,5.0
-39.167,-41.396,5.0
-39.167,-41.396,5.0
-39.209,-41.475,5.0
-39.21,-41.475,5.0
-39.278,-41.566,5.0
-39.389,-41.703,5.0
-39.472,-41.803,5.0
-39.57,-41.923,5.0
-39.664,-42.041,5.0
-39.759,-42.158,5.0
-39.855,-42.273,5.0
-39.957,-42.398,5.0
-40.06,-42.51,5.0
-40.158,-42.636,5.0
-40.269,-42.775,5.0
-40.373,-42.903,5.0
-40.492,-42.079,5.0
-40.52,-43.082,5.0
-40.565,-43.133,5.0
-40.65,-43.23,5.0
-40.796,-43.389,5.0
-40.916,-43.52,5.0
-41.02,-43.632,5.0
-41.146,-43.77,5.0
-41.289,-43.927,5.0
-41.289,-43.927,5.0
-41.289,-43.927,5.0
-41.37,-44.013,5.0
-41.371,-44.014,5.0
-41.481,-44.145,5.0
-41.599,-44.282,5.0
-41.719,-44.426,5.0
-41.843,-44.573,5.0
-41.993,-44.75,5.0
-42.068,-44.832,5.0
-42.184,-44.953,5.0
-42.306,-45.104,5.0
-42.418,-45.243,5.0
-42.526,-45.377,5.0
-42.636,-45.519,5.0
-42.754,-45.662,5.0
-42.871,-45.805,5.0
-42.974,-45.939,5.0
-43.005,-45.982,5.0
-43.019,-46.006,5.0
-43.135,-46.136,5.0
-43.268,-46.305,5.0
-43.358,-46.418,5.0
-43.464,-46.551,5.0
-43.596,-46.713,5.0
-43.699,-46.839,5.0
-43.699,-46.839,5.0
-43.699,-46.839,5.0
-43.791,-46.955,5.0
-43.853,-47.035,5.0
-43.966,-47.181,5.0
-44.079,-47.328,5.0
-44.175,-47.447,5.0
-44.282,-47.589,5.0
-44.393,-47.729,5.0
-44.489,-47.851,5.0
-44.593,-47.984,5.0
-44.696,-48.116,5.0
-44.806,-48.263,5.0
-44.921,-48.404,5.0
-45.024,-48.541,5.0
-45.118,-48.662,5.0
-45.231,-48.812,5.0
-45.297,-48.896,5.0
-45.345,-48.956,5.0
-45.456,-48.101,5.0
-45.47,-49.118,5.0
-45.606,-49.443,5.0
-45.711,-49.562,5.0
-45.833,-49.701,5.0
-45.931,-49.792,5.0
-45.931,-49.792,5.0
-45.931,-49.792,5.0
-46.018,-49.872,5.0
-46.094,-49.958,5.0
-46.199,-50.079,5.0
-46.302,-50.191,5.0
-46.394,-50.29,5.0
-46.516,-50.426,5.0
-46.634,-50.555,5.0
-46.742,-50.664,5.0
-46.876,-50.799,5.0
-46.932,-50.87,5.0
-47.093,-51.106,5.0
-47.156,-51.195,5.0
-47.247,-51.324,5.0
-47.321,-51.435,5.0
-47.432,-51.599,5.0
-47.503,-51.705,5.0
-47.565,-51.774,5.0
-47.603,-51.814,5.0
-47.707,-51.955,5.0
-47.749,-52.086,5.0
-47.86,-52.236,5.0
-47.933,-52.353,5.0
-48.014,-52.436,5.0
-48.115,-52.572,5.0
-48.115,-52.572,5.0
-48.115,-52.572,5.0
-48.199,-52.692,5.0
33.666,-64.167,1.0
35.662,-64.166,1.0
37.671,-64.159,1.0
39.453,-64.148,1.0
31.676,-64.175,1.0
29.665,-64.468,1.0
27.663,-64.769,1.0
23.667,-65.364,1.0
20.666,-65.817,1.0
19.667,-65.967,1.0
22.667,-65.516,1.0
24.667,-65.22,1.0
26.667,-64.917,1.0
28.667,-64.616,1.0
30.668,-64.32,1.0
-34.369,17.306,1.0
-35.321,14.856,5.0
-35.786,13.656,5.0
-36.224,12.805,5.0
-37.822,10.266,5.0
-38.414,9.2402,5.0
-39.12,7.5605,5.0
-40.236,4.866,5.0
-40.764,3.581,5.0
-41.005,3.0012,5.0
-41.492,3.0,5.0
-39.974,2.446,5.0
-38.803,2.2443,5.0
-37.589,1.6433,5.0
-37.0,1.0013,5.0
-36.298,0.9992,5.0
-36.014,1.0081,5.0
-35.5,0.997,1.0
-33.935,1.0303,1.0
-33.0,1.0006,1.0
-32.403,1.0002,1.0
-32.001,0.9982,1.0
-31.116,-0.3915,1.0
-30.476,-1.3864,1.0
-29.613,-2.7221,1.0
-28.105,-5.0274,1.0
-27.492,-5.9552,1.0
-26.498,-7.4494,1.0
-25.08,-9.5581,1.0
-24.411,-10.412,1.0
-23.353,-11.57,1.0
-21.574,-13.495,1.0
-21.12,-13.983,1.0
-20.828,-14.298,1.0
-20.54,-14.615,1.0
-19.696,-15.515,1.0
-18.064,-17.303,1.0
-17.597,-17.786,1.0
-17.314,-18.073,1.0
-17.001,-18.391,1.0
-16.392,-19.008,1.0
-14.272,-20.984,1.0
-13.854,-21.364,1.0
-13.556,-21.635,1.0
-13.254,-21.91,1.0
-12.601,-22.523,1.0
-12.353,-22.759,1.0
-10.48,-24.546,1.0
-9.9833,-25.032,1.0
-9.6402,-25.345,1.0
-9.3522,-25.621,1.0
-8.5393,-26.399,1.0
-6.7426,-28.082,1.0
-6.2678,-28.482,1.0
-5.9022,-28.789,1.0
-5.5778,-29.323,1.0
-5.2662,-29.323,1.0
-0.3985,-33.545,1.0
1.0413,-34.881,1.0
1.4316,-35.261,1.0
1.7463,-35.569,1.0
2.0443,-35.859,1.0
2.9403,-36.732,1.0
4.7561,-38.446,1.0
5.5179,-39.122,1.0
5.8178,-39.386,1.0
6.1348,-39.666,1.0
6.7682,-40.231,1.0
8.5724,-41.873,1.0
9.1504,-42.419,1.0
9.4261,-42.682,1.0
9.7397,-42.978,1.0
10.315,-43.524,1.0
12.246,-45.3,1.0
12.885,-45.877,1.0
13.172,-46.144,1.0
13.498,-46.461,1.0
14.216,-47.158,1.0
16.046,-49.014,1.0
16.616,-49.613,1.0
16.908,-49.922,1.0
17.253,-50.284,1.0
17.884,-50.953,1.0
19.759,-52.949,1.0
20.305,-53.536,1.0
20.578,-53.83,1.0
20.886,-54.16,1.0
21.65,-54.988,1.0
23.351,-56.848,1.0
23.849,-57.394,1.0
24.124,-57.692,1.0
24.439,-58.021,1.0
24.746,-58.343,1.0
25.134,-58.874,1.0
26.277,-61.148,1.0
26.598,-61.787,1.0
26.801,-62.195,1.0
26.992,-62.577,1.0
27.58,-63.765,1.0
28.701,-66.04,1.0
29.019,-66.688,1.0
29.195,-67.049,1.0
29.436,-67.426,1.0
30.399,-68.309,1.0
32.042,-69.869,1.0
32.755,-70.503,1.0
33.023,-70.757,1.0
33.224,-70.946,1.0
33.735,-71.434,1.0
33.954,-72.608,1.0
33.315,-73.185,1.0
34.504,-73.507,1.0
-29.997,40.008,3.0
-29.997,40.008,3.0
-29.997,40.008,3.0
-30.0,40.086,3.0
-30.0,40.1,3.0
-30.0,41.372,3.0
-30.012,41.642,3.0
-30.004,41.904,3.0
-30.0,42.134,3.0
-29.999,42.348,3.0
-30.0,42.61,3.0
-30.0,42.822,3.0
-30.0,43.072,3.0
-30.0,43.353,3.0
-30.0,43.652,3.0
-29.999,44.888,3.0
-29.999,44.134,3.0
-30.003,44.351,3.0
-30.0,44.604,3.0
-30.001,44.865,3.0
-30.0,45.027,3.0
-30.0,45.269,3.0
-30.0,45.503,3.0
-30.0,45.751,3.0
-30.0,45.96,3.0
-30.0,46.173,3.0
-30.0,46.402,3.0
-30.0,46.902,3.0
-30.0,47.132,3.0
-30.0,47.373,3.0
-30.0,47.59,3.0
-30.0,48.15,3.0
-30.0,48.311,3.0
-30.001,48.38,3.0
-30.0,48.578,3.0
-30.0,48.798,3.0
-30.0,48.997,3.0
-30.0,49.498,3.0
-30.0,49.716,3.0
-30.0,50.011,3.0
-30.0,50.205,3.0
-30.0,50.438,3.0
-30.0,50.681,3.0
-30.0,50.934,3.0
-29.999,51.178,3.0
-29.999,51.205,3.0
-30.001,51.208,3.0
-30.001,51.209,3.0
-30.0,51.377,3.0
-30.001,51.61,3.0
-30.0,51.83,3.0
-30.0,52.327,3.0
-30.0,52.505,3.0
-30.0,52.654,3.0
-30.0,52.815,3.0
-30.001,53.007,3.0
-30.0,53.243,3.0
-30.0,53.492,3.0
-30.0,53.707,3.0
-29.999,53.91,3.0
-30.0,54.169,3.0
-30.0,54.352,3.0
-30.0,54.5,3.0
-30.0,54.501,3.0
-30.0,54.501,3.0
-30.0,54.5,3.0
-29.903,54.5,3.0
-29.666,54.498,3.0
-29.496,54.497,3.0
-29.496,54.499,3.0
-29.496,54.499,3.0
-29.499,54.577,3.0
-28.974,54.495,3.0
-28.976,54.488,3.0
-28.976,54.499,3.0
-28.957,54.499,3.0
-28.801,54.499,3.0
-28.751,54.5,3.0
-28.665,54.5,3.0
-28.665,54.498,3.0
-28.665,54.499,3.0
-28.665,54.499,3.0
-28.623,54.499,3.0
-28.494,54.498,3.0
-28.325,54.496,3.0
-28.324,54.496,3.0
-29.324,54.496,3.0
-28.325,54.496,3.0
-28.324,54.495,3.0
-28.208,54.496,3.0
-28.028,54.496,3.0
-27.993,54.496,3.0
-27.994,54.496,3.0
-27.993,54.496,3.0
-27.953,54.496,3.0
-27.768,54.495,3.0
-27.661,54.497,3.0
-27.661,54.496,3.0
-27.66,54.494,3.0
-27.659,54.493,3.0
-27.561,54.493,3.0
-27.417,54.489,3.0
-27.33,54.485,3.0
-27.33,54.485,3.0
-27.33,54.485,3.0
-27.331,54.485,3.0
-27.242,54.486,3.0
-27.067,54.486,3.0
-27.002,54.488,3.0
-27.0,54.486,3.0
-27.002,54.485,3.0
-27.003,54.486,3.0
-26.959,54.487,3.0
-26.78,54.488,3.0
-26.67,54.488,3.0
-26.669,54.488,3.0
