Dataset,Station,Year,Month,Day,Depth (m),Latitude,Longitude,POP      (µmol L-1),PON (µmol L-1),POC (µmol L-1)
PALLTER_seasonal,5121,2006,11,6,29.5,-64.78,-64.07,-9999,1.1635,10.7327
PALLTER_seasonal,5122,2006,11,10,0,-64.82,-64.04,-9999,1.2191,13.8007
PALLTER_seasonal,5122,2006,11,10,6.5,-64.82,-64.04,-9999,1.4475,15.1519
PALLTER_seasonal,5122,2006,11,10,13.5,-64.82,-64.04,-9999,1.4026,14.6441
PALLTER_seasonal,5122,2006,11,10,30,-64.82,-64.04,-9999,0.9536,10.3397
PALLTER_seasonal,5122,2006,11,10,64,-64.82,-64.04,-9999,0.7252,7.5306
PALLTER_seasonal,5122,2006,11,10,65,-64.78,-64.07,-9999,0.5503,5.8738
PALLTER_seasonal,5122,2006,11,10,0,-64.78,-64.07,-9999,0.9629,11.1032
PALLTER_seasonal,5122,2006,11,10,3.5,-64.78,-64.07,-9999,1.9857,15.3934
PALLTER_seasonal,5122,2006,11,10,9.5,-64.78,-64.07,-9999,1.3876,11.2372
PALLTER_seasonal,5122,2006,11,10,19.5,-64.78,-64.07,-9999,1.2827,10.6419
PALLTER_seasonal,5122,2006,11,10,29,-64.78,-64.07,-9999,0.8266,7.2608
PALLTER_seasonal,5123,2006,11,13,0,-64.82,-64.04,-9999,1.2855,15.4592
PALLTER_seasonal,5123,2006,11,13,9,-64.82,-64.04,-9999,1.4832,12.6159
PALLTER_seasonal,5123,2006,11,13,18,-64.82,-64.04,-9999,1.8537,19.5787
PALLTER_seasonal,5123,2006,11,13,29.5,-64.82,-64.04,-9999,1.3212,11.785
PALLTER_seasonal,5123,2006,11,13,37.5,-64.82,-64.04,-9999,0.9358,7.5031
PALLTER_seasonal,5123,2006,11,13,61,-64.78,-64.07,-9999,0.5203,6.9203
PALLTER_seasonal,5124,2006,11,14,0,-64.78,-64.07,-9999,1.5525,16.5673
PALLTER_seasonal,5124,2006,11,14,5,-64.78,-64.07,-9999,1.4397,12.4336
PALLTER_seasonal,5124,2006,11,14,14,-64.78,-64.07,-9999,1.2955,9.9559
PALLTER_seasonal,5124,2006,11,14,25,-64.78,-64.07,-9999,1.192,10.6669
PALLTER_seasonal,5124,2006,11,14,34,-64.78,-64.07,-9999,0.8644,9.0858
PALLTER_seasonal,5124,2006,11,14,74,-64.82,-64.04,-9999,0.5874,6.6656
PALLTER_seasonal,5125,2006,11,16,0,-64.82,-64.04,-9999,1.1977,12.7891
PALLTER_seasonal,5125,2006,11,16,5.5,-64.82,-64.04,-9999,1.2177,9.5371
PALLTER_seasonal,5125,2006,11,16,13.5,-64.82,-64.04,-9999,1.1777,11.5502
PALLTER_seasonal,5125,2006,11,16,22.5,-64.82,-64.04,-9999,1.2777,9.8859
PALLTER_seasonal,5125,2006,11,16,32,-64.82,-64.04,-9999,0.6781,6.723
PALLTER_seasonal,5125,2006,11,16,70.5,-64.82,-64.04,-9999,0.4054,4.963
PALLTER_seasonal,5125,2006,11,16,69,-64.78,-64.07,-9999,0.4026,7.9344
PALLTER_seasonal,5125,2006,11,16,0,-64.78,-64.08,-9999,0.9565,11.7434
PALLTER_seasonal,5125,2006,11,16,4.5,-64.78,-64.08,-9999,0.9764,8.7628
PALLTER_seasonal,5125,2006,11,16,10,-64.78,-64.08,-9999,1.1777,10.8451
PALLTER_seasonal,5125,2006,11,16,21.5,-64.78,-64.08,-9999,1.2013,11.1215
PALLTER_seasonal,5125,2006,11,16,30,-64.78,-64.08,-9999,1.1213,9.6953
PALLTER_seasonal,5126,2006,11,20,0,-64.82,-64.04,-9999,3.3198,29.3489
PALLTER_seasonal,5126,2006,11,20,5,-64.82,-64.04,-9999,3.9486,28.135
PALLTER_seasonal,5126,2006,11,20,14.5,-64.82,-64.04,-9999,2.2948,17.4815
PALLTER_seasonal,5126,2006,11,20,26,-64.82,-64.04,-9999,1.4297,12.1289
PALLTER_seasonal,5126,2006,11,20,34.5,-64.82,-64.04,-9999,2.2198,20.4438
PALLTER_seasonal,5126,2006,11,20,64,-64.82,-64.04,-9999,1.2455,10.8859
PALLTER_seasonal,5126,2006,11,20,63.5,-64.78,-64.08,-9999,0.5939,7.1593
PALLTER_seasonal,5126,2006,11,20,0,-64.78,-64.07,-9999,1.9186,16.9794
PALLTER_seasonal,5126,2006,11,20,6.5,-64.78,-64.07,-9999,1.8151,14.7948
PALLTER_seasonal,5126,2006,11,20,14.5,-64.78,-64.07,-9999,3.6246,24.0804
PALLTER_seasonal,5126,2006,11,20,25,-64.78,-64.07,-9999,3.0264,20.7318
PALLTER_seasonal,5126,2006,11,20,34,-64.78,-64.07,-9999,4.7894,31.8974
PALLTER_seasonal,5127,2006,11,23,0,-64.78,-64.07,-9999,3.7052,28.7586
PALLTER_seasonal,5127,2006,11,23,5,-64.78,-64.07,-9999,3.3469,22.3911
PALLTER_seasonal,5127,2006,11,23,12,-64.78,-64.07,-9999,3.7252,25.4442
PALLTER_seasonal,5127,2006,11,23,20,-64.78,-64.07,-9999,4.1228,27.9968
PALLTER_seasonal,5127,2006,11,23,26.5,-64.78,-64.07,-9999,3.1877,20.8068
PALLTER_seasonal,5127,2006,11,23,58.5,-64.78,-64.07,-9999,1.8772,16.6789
PALLTER_seasonal,5128,2006,11,27,50,-64.78,-64.07,-9999,2.2991,15.9545
PALLTER_seasonal,5128,2006,11,27,8.5,-64.78,-64.08,-9999,4.7359,34.1021
PALLTER_seasonal,5128,2006,11,27,18.5,-64.78,-64.08,-9999,2.7759,30.3472
PALLTER_seasonal,5128,2006,11,27,25.5,-64.78,-64.08,-9999,2.0635,15.3667
PALLTER_seasonal,5129,2006,11,30,0,-64.82,-64.04,-9999,4.3005,29.7394
PALLTER_seasonal,5129,2006,11,30,4,-64.82,-64.04,-9999,4.9158,34.1412
PALLTER_seasonal,5129,2006,11,30,8.5,-64.82,-64.04,-9999,4.5782,33.3436
PALLTER_seasonal,5129,2006,11,30,17.5,-64.82,-64.04,-9999,2.2962,18.394
PALLTER_seasonal,5129,2006,11,30,26,-64.82,-64.04,-9999,1.0257,9.8085
PALLTER_seasonal,5129,2006,11,30,49.5,-64.82,-64.04,-9999,0.9429,9.7302
PALLTER_seasonal,5129,2006,11,30,0,-64.78,-64.07,-9999,2.3355,23.9605
PALLTER_seasonal,5129,2006,11,30,64,-64.78,-64.08,-9999,1.6081,13.6433
PALLTER_seasonal,5130,2006,12,5,0,-64.82,-64.04,-9999,4.0964,26.9778
PALLTER_seasonal,5130,2006,12,5,4,-64.82,-64.04,-9999,4.3141,27.8245
PALLTER_seasonal,5130,2006,12,5,9,-64.82,-64.04,-9999,3.8587,23.1837
PALLTER_seasonal,5130,2006,12,5,15.5,-64.82,-64.04,-9999,3.8779,24.1537
PALLTER_seasonal,5130,2006,12,5,20,-64.82,-64.04,-9999,3.7395,22.1913
PALLTER_seasonal,5130,2006,12,5,40,-64.82,-64.04,-9999,3.0264,18.0052
PALLTER_seasonal,5130,2006,12,5,0,-64.78,-64.07,-9999,3.4226,22.5535
PALLTER_seasonal,5130,2006,12,5,3.5,-64.78,-64.07,-9999,4.3733,28.8094
PALLTER_seasonal,5130,2006,12,5,7,-64.78,-64.07,-9999,4.1356,26.1236
PALLTER_seasonal,5130,2006,12,5,13,-64.78,-64.07,-9999,4.0364,26.6164
PALLTER_seasonal,5130,2006,12,5,18,-64.78,-64.07,-9999,4.1156,27.0544
PALLTER_seasonal,5131,2006,12,6,36,-64.78,-64.07,-9999,3.4425,23.1763
PALLTER_seasonal,5132,2006,12,7,0,-64.78,-64.07,-9999,3.1649,27.6938
PALLTER_seasonal,5133,2006,12,12,3.5,-64.82,-64.04,-9999,5.8194,37.4507
PALLTER_seasonal,5133,2006,12,12,8.5,-64.82,-64.04,-9999,4.9279,30.6794
PALLTER_seasonal,5133,2006,12,12,16.5,-64.82,-64.04,-9999,4.4525,28.2474
PALLTER_seasonal,5133,2006,12,12,23,-64.82,-64.04,-9999,3.7002,22.4453
PALLTER_seasonal,5133,2006,12,12,52.5,-64.82,-64.04,-9999,1.7388,13.7041
PALLTER_seasonal,5133,2006,12,12,0,-64.78,-64.07,-9999,3.3433,25.4775
PALLTER_seasonal,5133,2006,12,12,3,-64.78,-64.07,-9999,4.5118,29.3481
PALLTER_seasonal,5133,2006,12,12,6.5,-64.78,-64.07,-9999,4.9479,32.695
PALLTER_seasonal,5133,2006,12,12,13,-64.78,-64.07,-9999,4.4925,27.4165
PALLTER_seasonal,5133,2006,12,12,19,-64.78,-64.07,-9999,3.621,24.9538
PALLTER_seasonal,5133,2006,12,12,42,-64.78,-64.07,-9999,1.6795,14.0271
PALLTER_seasonal,5134,2006,12,14,0,-64.82,-64.04,-9999,4.4532,28.4523
PALLTER_seasonal,5134,2006,12,14,3,-64.82,-64.04,-9999,5.7288,33.5109
PALLTER_seasonal,5134,2006,12,14,7,-64.82,-64.04,-9999,5.1506,30.9125
PALLTER_seasonal,5134,2006,12,14,13.5,-64.82,-64.04,-9999,4.6924,27.076
PALLTER_seasonal,5134,2006,12,14,20,-64.82,-64.04,-9999,3.8551,22.402
PALLTER_seasonal,5134,2006,12,14,53,-64.82,-64.04,-9999,1.6624,12.3928
PALLTER_seasonal,5134,2006,12,14,0,-64.78,-64.07,-9999,3.3369,31.0357
PALLTER_seasonal,5134,2006,12,14,2.5,-64.78,-64.07,-9999,4.3333,30.7743
PALLTER_seasonal,5134,2006,12,14,8,-64.78,-64.07,-9999,5.4297,37.9386
PALLTER_seasonal,5134,2006,12,14,14.5,-64.78,-64.07,-9999,4.7916,31.1198
PALLTER_seasonal,5134,2006,12,14,18,-64.78,-64.07,-9999,4.3133,29.3981
PALLTER_seasonal,5134,2006,12,14,44,-64.78,-64.07,-9999,2.0614,20.5803
PALLTER_seasonal,5135,2006,12,18,0,-64.82,-64.04,-9999,6.7709,42.2163
PALLTER_seasonal,5135,2006,12,18,3.5,-64.82,-64.04,-9999,7.005,42.6825
PALLTER_seasonal,5135,2006,12,18,7.5,-64.82,-64.04,-9999,6.8001,40.2631
PALLTER_seasonal,5135,2006,12,18,12.5,-64.82,-64.04,-9999,8.3483,46.3742
PALLTER_seasonal,5135,2006,12,18,17.5,-64.82,-64.04,-9999,3.0335,22.6459
PALLTER_seasonal,5135,2006,12,18,52,-64.82,-64.04,-9999,1.6024,13.764
PALLTER_seasonal,5135,2006,12,18,0,-64.78,-64.07,-9999,5.8658,40.4787
PALLTER_seasonal,5135,2006,12,18,3.5,-64.78,-64.07,-9999,4.9607,29.8818
PALLTER_seasonal,5135,2006,12,18,7,-64.78,-64.07,-9999,6.7709,40.3655
PALLTER_seasonal,5135,2006,12,18,11,-64.78,-64.07,-9999,9.7787,52.7342
PALLTER_seasonal,5135,2006,12,18,13,-64.78,-64.07,-9999,8.9322,48.7703
PALLTER_seasonal,5135,2006,12,18,23,-64.78,-64.07,-9999,5.3112,32.4711
PALLTER_seasonal,5136,2006,12,21,0,-64.82,-64.04,-9999,5.6831,36.6039
PALLTER_seasonal,5136,2006,12,21,2.5,-64.82,-64.04,-9999,8.2505,49.224
PALLTER_seasonal,5136,2006,12,21,5,-64.82,-64.04,-9999,9.3248,52.8923
PALLTER_seasonal,5136,2006,12,21,8,-64.82,-64.04,-9999,10.1606,58.3598
PALLTER_seasonal,5136,2006,12,21,11,-64.82,-64.04,-9999,10.399,59.975
PALLTER_seasonal,5136,2006,12,21,24,-64.82,-64.04,-9999,4.5489,31.8516
PALLTER_seasonal,5136,2006,12,21,0,-64.78,-64.07,-9999,4.8116,37.9236
PALLTER_seasonal,5136,2006,12,21,2,-64.78,-64.07,-9999,6.5189,46.4549
PALLTER_seasonal,5136,2006,12,21,4,-64.78,-64.07,-9999,10.9964,64.1504
PALLTER_seasonal,5136,2006,12,21,6,-64.78,-64.07,-9999,15.7123,88.8827
PALLTER_seasonal,5136,2006,12,21,8,-64.78,-64.07,-9999,11.7123,65.5349
PALLTER_seasonal,5136,2006,12,21,16,-64.78,-64.07,-9999,4.5489,31.3671
PALLTER_seasonal,5137,2006,12,26,0,-64.82,-64.04,-9999,6.4925,42.4886
PALLTER_seasonal,5137,2006,12,26,2.5,-64.82,-64.04,-9999,7.0307,45.8713
PALLTER_seasonal,5137,2006,12,26,5,-64.82,-64.04,-9999,7.748,50.7044
PALLTER_seasonal,5137,2006,12,26,8.5,-64.82,-64.04,-9999,7.0899,44.9971
PALLTER_seasonal,5137,2006,12,26,11,-64.82,-64.04,-9999,6.7909,45.7789
PALLTER_seasonal,5137,2006,12,26,21.5,-64.82,-64.04,-9999,6.0143,39.6345
PALLTER_seasonal,5137,2006,12,26,0,-64.78,-64.07,-9999,10.6174,68.4248
PALLTER_seasonal,5137,2006,12,26,2,-64.78,-64.07,-9999,9.3619,65.0412
PALLTER_seasonal,5137,2006,12,26,3.5,-64.78,-64.07,-9999,9.9593,63.7757
PALLTER_seasonal,5137,2006,12,26,6,-64.78,-64.07,-9999,9.9001,60.7152
PALLTER_seasonal,5137,2006,12,26,8,-64.78,-64.07,-9999,9.4218,56.0661
PALLTER_seasonal,5137,2006,12,26,16,-64.78,-64.07,-9999,7.5682,48.3798
PALLTER_seasonal,5138,2006,12,29,0,-64.82,-64.04,-9999,5.5953,39.8651
PALLTER_seasonal,5138,2006,12,29,2.5,-64.82,-64.04,-9999,7.2099,50.6119
PALLTER_seasonal,5138,2006,12,29,5.5,-64.82,-64.04,-9999,8.0464,53.7649
PALLTER_seasonal,5138,2006,12,29,8,-64.82,-64.04,-9999,7.2698,45.2727
PALLTER_seasonal,5138,2006,12,29,10,-64.82,-64.04,-9999,6.6717,42.0739
PALLTER_seasonal,5138,2006,12,29,20,-64.82,-64.04,-9999,5.3562,35.1703
PALLTER_seasonal,5138,2006,12,29,0,-64.78,-64.07,-9999,3.4433,27.3682
PALLTER_seasonal,5138,2006,12,29,2,-64.78,-64.07,-9999,4.9379,39.9334
PALLTER_seasonal,5138,2006,12,29,4,-64.78,-64.07,-9999,6.0735,45.0662
PALLTER_seasonal,5138,2006,12,29,7,-64.78,-64.07,-9999,9.0628,60.761
PALLTER_seasonal,5138,2006,12,29,8,-64.78,-64.07,-9999,8.4654,58.8053
PALLTER_seasonal,5138,2006,12,29,17.5,-64.78,-64.07,-9999,4.5796,31.8791
PALLTER_seasonal,5139,2007,1,1,0,-64.82,-64.04,-9999,3.9044,29.1316
PALLTER_seasonal,5139,2007,1,1,3.5,-64.82,-64.04,-9999,5.4283,32.5785
PALLTER_seasonal,5139,2007,1,1,7.5,-64.82,-64.04,-9999,10.2384,56.8379
PALLTER_seasonal,5139,2007,1,1,15.5,-64.82,-64.04,-9999,2.6181,17.8978
PALLTER_seasonal,5139,2007,1,1,23,-64.82,-64.04,-9999,2.1228,16.9595
PALLTER_seasonal,5139,2007,1,1,52.5,-64.82,-64.04,-9999,1.7666,18.0826
PALLTER_seasonal,5139,2007,1,1,0,-64.78,-64.07,-9999,7.6081,52.1913
PALLTER_seasonal,5140,2007,1,4,0,-64.78,-64.07,-9999,5.9158,39.2274
PALLTER_seasonal,5140,2007,1,4,3,-64.78,-64.07,-9999,6.2148,39.135
PALLTER_seasonal,5140,2007,1,4,6.5,-64.78,-64.07,-9999,7.3783,45.9296
PALLTER_seasonal,5140,2007,1,4,10.5,-64.78,-64.07,-9999,6.0057,36.2859
PALLTER_seasonal,5140,2007,1,4,13,-64.78,-64.07,-9999,4.6324,30.1141
PALLTER_seasonal,5140,2007,1,4,27,-64.78,-64.07,-9999,3.0507,20.4587
PALLTER_seasonal,4424,2007,1,8,0,-64.82,-64.04,-9999,3.5103,27.0535
PALLTER_seasonal,4424,2007,1,8,4.5,-64.82,-64.04,-9999,5.334,35.9903
PALLTER_seasonal,4424,2007,1,8,10,-64.82,-64.04,-9999,6.1113,61.6593
PALLTER_seasonal,4424,2007,1,8,17,-64.82,-64.04,-9999,7.4868,49.8976
PALLTER_seasonal,4424,2007,1,8,23,-64.82,-64.04,-9999,4.6467,33.2229
PALLTER_seasonal,4424,2007,1,8,53,-64.82,-64.04,-9999,3.3012,29.0026
PALLTER_seasonal,4424,2007,1,8,0,-64.78,-64.07,-9999,3.9286,25.4508
PALLTER_seasonal,4424,2007,1,8,3.5,-64.78,-64.07,-9999,5.334,34.2836
PALLTER_seasonal,4424,2007,1,8,7.5,-64.78,-64.07,-9999,4.5567,30.3056
PALLTER_seasonal,4424,2007,1,8,14,-64.78,-64.07,-9999,2.1056,16.2026
PALLTER_seasonal,4424,2007,1,8,21.5,-64.78,-64.07,-9999,1.2684,10.9558
PALLTER_seasonal,4424,2007,1,8,54.5,-64.78,-64.07,-9999,1.1185,10.1482
PALLTER_seasonal,5141,2007,1,11,0,-64.82,-64.04,-9999,3.6174,26.1219
PALLTER_seasonal,5141,2007,1,11,6,-64.82,-64.04,-9999,4.2305,27.439
PALLTER_seasonal,5141,2007,1,11,12,-64.82,-64.04,-9999,3.384,24.1112
PALLTER_seasonal,5141,2007,1,11,20,-64.82,-64.04,-9999,3.5296,25.5083
PALLTER_seasonal,5141,2007,1,11,27,-64.82,-64.04,-9999,1.5439,15.2402
PALLTER_seasonal,5141,2007,1,11,62.5,-64.82,-64.04,-9999,0.8722,8.9593
PALLTER_seasonal,5141,2007,1,11,0,-64.78,-64.07,-9999,4.2891,32.3345
PALLTER_seasonal,5141,2007,1,11,2.5,-64.78,-64.07,-9999,5.7202,38.1617
PALLTER_seasonal,5141,2007,1,11,7,-64.78,-64.07,-9999,5.0193,29.8926
PALLTER_seasonal,5141,2007,1,11,13,-64.78,-64.07,-9999,4.6395,29.0184
PALLTER_seasonal,5141,2007,1,11,17,-64.78,-64.07,-9999,2.9165,18.0235
PALLTER_seasonal,5141,2007,1,11,40,-64.78,-64.07,-9999,1.1649,9.2315
PALLTER_seasonal,4435,2007,1,16,0,-64.82,-64.04,-9999,4.0321,27.6688
PALLTER_seasonal,4435,2007,1,16,4,-64.82,-64.04,-9999,4.5532,28.6762
PALLTER_seasonal,4435,2007,1,16,9.5,-64.82,-64.04,-9999,4.768,29.5787
PALLTER_seasonal,4435,2007,1,16,17,-64.82,-64.04,-9999,4.0628,26.1752
PALLTER_seasonal,4435,2007,1,16,22.5,-64.82,-64.04,-9999,3.5111,21.5336
PALLTER_seasonal,4435,2007,1,16,54.5,-64.82,-64.04,-9999,1.3647,14.495
PALLTER_seasonal,4435,2007,1,16,0,-64.78,-64.07,-9999,4.6453,32.7508
PALLTER_seasonal,4435,2007,1,16,2.5,-64.78,-64.07,-9999,5.2277,33.2953
PALLTER_seasonal,4435,2007,1,16,6,-64.78,-64.07,-9999,4.3076,27.4956
PALLTER_seasonal,4435,2007,1,16,13,-64.78,-64.07,-9999,3.6638,24.1379
PALLTER_seasonal,4435,2007,1,16,20,-64.78,-64.07,-9999,3.1121,19.5654
PALLTER_seasonal,4435,2007,1,16,46,-64.78,-64.07,-9999,1.5789,11.6818
PALLTER_seasonal,5142,2007,1,19,0,-64.82,-64.04,-9999,2.4311,20.3605
PALLTER_seasonal,5142,2007,1,19,6,-64.82,-64.04,-9999,2.5867,21.6402
PALLTER_seasonal,5142,2007,1,19,15.5,-64.82,-64.04,-9999,2.4504,18.051
PALLTER_seasonal,5142,2007,1,19,27,-64.82,-64.04,-9999,2.0614,16.0744
PALLTER_seasonal,5142,2007,1,19,36.5,-64.82,-64.04,-9999,1.2827,11.6901
PALLTER_seasonal,5142,2007,1,19,70,-64.82,-64.04,-9999,0.6788,9.07
PALLTER_seasonal,5142,2007,1,19,0,-64.78,-64.07,-9999,2.7231,25.1078
PALLTER_seasonal,5142,2007,1,19,2.5,-64.78,-64.07,-9999,2.626,20.6328
PALLTER_seasonal,5142,2007,1,19,6,-64.78,-64.07,-9999,2.5089,20.0799
PALLTER_seasonal,5142,2007,1,19,13,-64.78,-64.07,-9999,2.7231,22.7833
PALLTER_seasonal,5142,2007,1,19,20,-64.78,-64.07,-9999,2.4311,19.1108
PALLTER_seasonal,5142,2007,1,19,46,-64.78,-64.07,-9999,0.8151,9.1982
PALLTER_seasonal,5143,2007,1,22,0,-64.82,-64.04,-9999,2.4911,16.1552
PALLTER_seasonal,5143,2007,1,22,5.5,-64.82,-64.04,-9999,5.2355,36.7039
PALLTER_seasonal,5143,2007,1,22,16.5,-64.82,-64.04,-9999,5.7259,35.997
PALLTER_seasonal,5143,2007,1,22,30,-64.82,-64.04,-9999,4.3312,32.2871
PALLTER_seasonal,5143,2007,1,22,46,-64.82,-64.04,-9999,2.5046,17.2708
PALLTER_seasonal,5143,2007,1,22,86.5,-64.82,-64.04,-9999,5.6517,55.7372
PALLTER_seasonal,5143,2007,1,22,0,-64.78,-64.08,-9999,2.2156,27.066
PALLTER_seasonal,5143,2007,1,22,3,-64.78,-64.08,-9999,2.7059,22.7133
PALLTER_seasonal,5143,2007,1,22,7.5,-64.78,-64.08,-9999,2.7516,20.0333
PALLTER_seasonal,5143,2007,1,22,16,-64.78,-64.08,-9999,1.985,15.594
PALLTER_seasonal,5143,2007,1,22,26.5,-64.78,-64.08,-9999,1.541,14.6566
PALLTER_seasonal,5143,2007,1,22,66.5,-64.78,-64.08,-9999,0.9886,11.4786
PALLTER_seasonal,5144,2007,1,26,0,-64.78,-64.07,-9999,5.6031,52.6617
PALLTER_seasonal,5144,2007,1,26,3.5,-64.78,-64.07,-9999,4.07,34.018
PALLTER_seasonal,5144,2007,1,26,11,-64.78,-64.07,-9999,3.7944,28.7736
PALLTER_seasonal,5144,2007,1,26,22,-64.78,-64.07,-9999,4.6374,40.2689
PALLTER_seasonal,5144,2007,1,26,31.5,-64.78,-64.07,-9999,3.9479,31.4945
PALLTER_seasonal,5144,2007,1,26,70,-64.78,-64.07,-9999,3.4111,28.8602
PALLTER_seasonal,5144,2007,1,26,0,-64.82,-64.04,-9999,2.4454,25.0229
PALLTER_seasonal,5144,2007,1,26,8,-64.82,-64.04,-9999,3.1042,21.4745
PALLTER_seasonal,5144,2007,1,26,16,-64.82,-64.04,-9999,3.6567,23.4368
PALLTER_seasonal,5144,2007,1,26,24,-64.82,-64.04,-9999,2.0314,13.7299
PALLTER_seasonal,5144,2007,1,26,32.5,-64.82,-64.04,-9999,1.3412,10.4771
PALLTER_seasonal,5144,2007,1,26,70.5,-64.82,-64.04,-9999,0.8201,9.841
PALLTER_seasonal,5145,2007,1,29,0,-64.82,-64.04,-9999,2.4711,18.0226
PALLTER_seasonal,5145,2007,1,29,7,-64.82,-64.04,-9999,3.2834,20.9
PALLTER_seasonal,5145,2007,1,29,12,-64.82,-64.04,-9999,3.3862,22.2513
PALLTER_seasonal,5145,2007,1,29,20,-64.82,-64.04,-9999,2.5832,17.4623
PALLTER_seasonal,5145,2007,1,29,27,-64.82,-64.04,-9999,1.3262,11.6568
PALLTER_seasonal,5145,2007,1,29,57.5,-64.82,-64.04,-9999,0.6524,7.9194
PALLTER_seasonal,5145,2007,1,29,0,-64.78,-64.08,-9999,6.6146,46.8987
PALLTER_seasonal,5145,2007,1,29,7,-64.78,-64.08,-9999,17.3505,108.9227
PALLTER_seasonal,5145,2007,1,29,14,-64.78,-64.08,-9999,6.3569,41.6518
PALLTER_seasonal,5145,2007,1,29,18.5,-64.78,-64.08,-9999,5.4261,35.0587
PALLTER_seasonal,5145,2007,1,29,44,-64.78,-64.08,-9999,2.7723,19.249
PALLTER_seasonal,5146,2007,2,1,0,-64.78,-64.07,-9999,5.9629,40.9275
PALLTER_seasonal,5146,2007,2,1,2,-64.78,-64.07,-9999,6.2041,37.1101
PALLTER_seasonal,5146,2007,2,1,4,-64.78,-64.07,-9999,5.7523,36.7155
PALLTER_seasonal,5146,2007,2,1,8,-64.78,-64.07,-9999,6.1742,37.9336
PALLTER_seasonal,5146,2007,2,1,11,-64.78,-64.07,-9999,6.8059,39.0709
PALLTER_seasonal,5146,2007,2,1,25,-64.78,-64.07,-9999,5.2405,23.1629
PALLTER_seasonal,5147,2007,2,5,0,-64.82,-64.04,-9999,3.5139,27.8262
PALLTER_seasonal,5147,2007,2,5,2.5,-64.82,-64.04,-9999,5.601,36.8762
PALLTER_seasonal,5147,2007,2,5,8,-64.82,-64.04,-9999,3.1927,25.8613
PALLTER_seasonal,5147,2007,2,5,16,-64.82,-64.04,-9999,1.9079,16.7805
PALLTER_seasonal,5147,2007,2,5,26,-64.82,-64.04,-9999,1.025,9.9883
PALLTER_seasonal,5147,2007,2,5,62,-64.82,-64.04,-9999,0.7438,8.3174
PALLTER_seasonal,5147,2007,2,5,0,-64.8,-64.07,-9999,3.8951,29.2415
PALLTER_seasonal,5147,2007,2,5,2.5,-64.8,-64.07,-9999,4.5575,31.1681
PALLTER_seasonal,5147,2007,2,5,6,-64.8,-64.07,-9999,4.9793,33.6508
PALLTER_seasonal,5147,2007,2,5,11.5,-64.8,-64.07,-9999,6.3034,37.9211
PALLTER_seasonal,5147,2007,2,5,15,-64.8,-64.07,-9999,4.8187,31.3687
PALLTER_seasonal,5147,2007,2,5,35,-64.8,-64.07,-9999,0.9243,9.3856
PALLTER_seasonal,5148,2007,2,12,2,-64.82,-64.04,-9999,2.7366,21.4528
PALLTER_seasonal,5148,2007,2,12,8,-64.82,-64.04,-9999,3.0728,21.1373
PALLTER_seasonal,5148,2007,2,12,18.5,-64.82,-64.04,-9999,1.3904,9.9267
PALLTER_seasonal,5148,2007,2,12,27,-64.82,-64.04,-9999,0.9158,7.6263
PALLTER_seasonal,5148,2007,2,12,63.5,-64.82,-64.04,-9999,0.6581,7.1726
PALLTER_seasonal,5148,2007,2,12,0,-64.78,-64.07,-9999,3.5682,28.5005
PALLTER_seasonal,5148,2007,2,12,2.5,-64.78,-64.07,-9999,4.0036,27.8078
PALLTER_seasonal,5148,2007,2,12,6,-64.78,-64.07,-9999,3.0728,22.1297
PALLTER_seasonal,5148,2007,2,12,12,-64.78,-64.07,-9999,2.8158,19.1749
PALLTER_seasonal,5148,2007,2,12,18,-64.78,-64.07,-9999,2.0243,14.9355
PALLTER_seasonal,5148,2007,2,12,43,-64.78,-64.07,-9999,0.8758,7.6114
PALLTER_seasonal,5149,2007,2,15,0,-64.82,-64.04,-9999,3.5939,25.838
PALLTER_seasonal,5149,2007,2,15,3,-64.82,-64.04,-9999,3.8351,26.2401
PALLTER_seasonal,5149,2007,2,15,7.5,-64.82,-64.04,-9999,4.1763,26.8978
PALLTER_seasonal,5149,2007,2,15,14,-64.82,-64.04,-9999,3.5739,23.7649
PALLTER_seasonal,5149,2007,2,15,19.5,-64.82,-64.04,-9999,2.9722,18.9618
PALLTER_seasonal,5149,2007,2,15,48,-64.82,-64.04,-9999,0.965,7.6755
PALLTER_seasonal,5149,2007,2,15,0,-64.78,-64.07,-9999,2.2091,19.6811
PALLTER_seasonal,5149,2007,2,15,2.5,-64.78,-64.07,-9999,3.1927,23.0539
PALLTER_seasonal,5149,2007,2,15,6,-64.78,-64.07,-9999,2.9315,20.2922
PALLTER_seasonal,5149,2007,2,15,12,-64.78,-64.07,-9999,2.3498,16.146
PALLTER_seasonal,5149,2007,2,15,19,-64.78,-64.07,-9999,1.6067,12.0231
PALLTER_seasonal,5149,2007,2,15,46,-64.78,-64.07,-9999,0.7844,7.1651
PALLTER_seasonal,5150,2007,2,19,0,-64.82,-64.04,-9999,5.1463,34.565
PALLTER_seasonal,5150,2007,2,19,3,-64.82,-64.04,-9999,5.3241,34.4884
PALLTER_seasonal,5150,2007,2,19,7.5,-64.82,-64.04,-9999,5.6017,35.4808
PALLTER_seasonal,5150,2007,2,19,14,-64.82,-64.04,-9999,2.3133,17.5664
PALLTER_seasonal,5150,2007,2,19,19.5,-64.82,-64.04,-9999,1.1442,11.8108
PALLTER_seasonal,5150,2007,2,19,48,-64.82,-64.04,-9999,0.5896,8.0476
