Dataset,Station,Year,Month,Day,Depth (m),Latitude,Longitude,POP      (µmol L-1),PON (µmol L-1),POC (µmol L-1)
SOIREE,1,1999,2,10,5,-60.99,139.46,-9999,0.78,4.66
SOIREE,1,1999,2,10,20,-60.99,139.46,-9999,0.72,4.63
SOIREE,1,1999,2,10,50,-60.99,139.46,-9999,0.91,4.84
SOIREE,1,1999,2,10,80,-60.99,139.46,-9999,0.82,4.71
SOIREE,1,1999,2,10,100,-60.99,139.46,-9999,0.35,1.62
SOIREE,1,1999,2,10,150,-60.99,139.46,-9999,0.12,1.07
SOIREE,2,1999,2,11,5,-60.95,139.74,-9999,1.01,5.27
SOIREE,2,1999,2,11,20,-60.95,139.74,-9999,0.88,5.52
SOIREE,2,1999,2,11,40,-60.95,139.74,-9999,1.07,5.75
SOIREE,2,1999,2,11,70,-60.95,139.74,-9999,0.76,4.6
SOIREE,2,1999,2,11,105,-60.95,139.74,-9999,0.29,2.17
SOIREE,2,1999,2,11,125,-60.95,139.74,-9999,0.3,1.77
SOIREE,3,1999,2,12,5,-60.98,139.49,-9999,1.02,5.97
SOIREE,3,1999,2,12,20,-60.98,139.49,-9999,1.25,6.77
SOIREE,3,1999,2,12,40,-60.98,139.49,-9999,1.27,7.2
SOIREE,3,1999,2,12,70,-60.98,139.49,-9999,1.16,6.29
SOIREE,3,1999,2,12,105,-60.98,139.49,-9999,0.4,2.91
SOIREE,3,1999,2,12,125,-60.98,139.49,-9999,0.31,1.5
SOIREE,4,1999,2,14,5,-60.91,139.96,-9999,1.19,6.62
SOIREE,4,1999,2,14,40,-60.91,139.96,-9999,1.39,7.44
SOIREE,4,1999,2,14,60,-60.91,139.96,-9999,1.37,7.53
SOIREE,4,1999,2,14,65,-60.91,139.96,-9999,1.07,5.88
SOIREE,4,1999,2,14,105,-60.91,139.96,-9999,0.28,2.23
SOIREE,4,1999,2,14,110,-60.91,139.96,-9999,0.2,1.4
SOIREE,4,1999,2,14,5,-60.97,139.68,-9999,0.93,5.25
SOIREE,4,1999,2,14,40,-60.97,139.68,-9999,1.42,7.52
SOIREE,4,1999,2,14,65,-60.97,139.68,-9999,1.38,7.44
SOIREE,4,1999,2,14,75,-60.97,139.68,-9999,1.22,6.96
SOIREE,4,1999,2,14,105,-60.97,139.68,-9999,0.42,2.25
SOIREE,4,1999,2,14,120,-60.97,139.68,-9999,0.26,1.58
SOIREE,5,1999,2,15,5,-60.88,140,-9999,1.15,6.4
SOIREE,5,1999,2,15,20,-60.88,140,-9999,1.84,9.49
SOIREE,5,1999,2,15,40,-60.88,140,-9999,1.42,7.81
SOIREE,5,1999,2,15,70,-60.88,140,-9999,1.05,6.19
SOIREE,5,1999,2,15,77,-60.88,140,-9999,0.87,4.81
SOIREE,5,1999,2,15,105,-60.88,140,-9999,0.43,1.94
SOIREE,6,1999,2,16,5,-61.12,140.11,-9999,1.1,7.09
SOIREE,6,1999,2,16,20,-61.12,140.11,-9999,0.69,4.55
SOIREE,6,1999,2,16,40,-61.12,140.11,-9999,1.27,7.09
SOIREE,6,1999,2,16,68,-61.12,140.11,-9999,1.15,6.72
SOIREE,6,1999,2,16,77,-61.12,140.11,-9999,0.94,6
SOIREE,6,1999,2,16,110,-61.12,140.11,-9999,0.32,2.51
SOIREE,7,1999,2,15,5,-60.9,140.09,-9999,1.03,6.08
SOIREE,7,1999,2,15,20,-60.9,140.09,-9999,1.18,6.83
SOIREE,7,1999,2,15,40,-60.9,140.09,-9999,1.62,8.66
SOIREE,7,1999,2,15,70,-60.9,140.09,-9999,1.02,5.89
SOIREE,7,1999,2,15,75,-60.9,140.09,-9999,0.69,4.03
SOIREE,7,1999,2,15,110,-60.9,140.09,-9999,0.28,1.89
SOIREE,8,1999,2,17,5,-60.93,140.18,-9999,1.12,7.27
SOIREE,8,1999,2,17,20,-60.93,140.18,-9999,1.73,10.37
SOIREE,8,1999,2,17,40,-60.93,140.18,-9999,1.72,9.62
SOIREE,8,1999,2,17,62,-60.93,140.18,-9999,1.27,7.44
SOIREE,8,1999,2,17,73,-60.93,140.18,-9999,0.67,3.99
SOIREE,8,1999,2,17,110,-60.93,140.18,-9999,0.18,1.28
SOIREE,8,1999,2,17,5,-60.95,140.61,-9999,0.4,2.67
SOIREE,8,1999,2,17,20,-60.95,140.61,-9999,0.61,3.85
SOIREE,8,1999,2,17,40,-60.95,140.61,-9999,1.73,10.47
SOIREE,8,1999,2,17,60,-60.95,140.61,-9999,1.42,8.3
SOIREE,8,1999,2,17,65,-60.95,140.61,-9999,1.02,6.22
SOIREE,8,1999,2,17,110,-60.95,140.61,-9999,0.24,1.66
SOIREE,9,1999,2,18,5,-60.92,140.24,-9999,1.29,7.26
SOIREE,9,1999,2,18,20,-60.92,140.24,-9999,1.2,7.58
SOIREE,9,1999,2,18,40,-60.92,140.24,-9999,1.1,6.51
SOIREE,9,1999,2,18,65,-60.92,140.24,-9999,1.29,7.58
SOIREE,9,1999,2,18,74,-60.92,140.24,-9999,0.52,3.76
SOIREE,9,1999,2,18,110,-60.92,140.24,-9999,0.18,1.33
SOIREE,10,1999,2,19,5,-60.97,140.28,-9999,0.8,4.59
SOIREE,10,1999,2,19,20,-60.97,140.28,-9999,0.85,4.96
SOIREE,10,1999,2,19,40,-60.97,140.28,-9999,1.09,6.16
SOIREE,10,1999,2,19,66,-60.97,140.28,-9999,1.34,6.92
SOIREE,10,1999,2,19,75,-60.97,140.28,-9999,0.93,5.73
SOIREE,10,1999,2,19,110,-60.97,140.28,-9999,0.11,1.37
SOIREE,10,1999,2,19,5,-60.97,140.63,-9999,1.38,8.24
SOIREE,10,1999,2,19,20,-60.97,140.63,-9999,1.38,8.11
SOIREE,10,1999,2,19,40,-60.97,140.63,-9999,1.31,7.58
SOIREE,10,1999,2,19,60,-60.97,140.63,-9999,1.1,5.89
SOIREE,10,1999,2,19,70,-60.97,140.63,-9999,0.99,5.72
SOIREE,10,1999,2,19,110,-60.97,140.63,-9999,0.26,1.18
SOIREE,11,1999,2,20,5,-61.03,140.4,-9999,1.7,9.49
SOIREE,11,1999,2,20,20,-61.03,140.4,-9999,2.12,10.95
SOIREE,11,1999,2,20,40,-61.03,140.4,-9999,1.92,10.68
SOIREE,11,1999,2,20,62,-61.03,140.4,-9999,1.73,8.6
SOIREE,11,1999,2,20,75,-61.03,140.4,-9999,0.64,3.88
SOIREE,11,1999,2,20,110,-61.03,140.4,-9999,0.3,1.69
SOIREE,12,1999,2,21,5,-61.05,141.05,-9999,0.53,3.46
SOIREE,12,1999,2,21,20,-61.05,141.05,-9999,0.94,5.59
SOIREE,12,1999,2,21,40,-61.05,141.05,-9999,1.52,9.2
SOIREE,12,1999,2,21,56,-61.05,141.05,-9999,1.6,9.17
SOIREE,12,1999,2,21,70,-61.05,141.05,-9999,0.76,4.85
SOIREE,12,1999,2,21,110,-61.05,141.05,-9999,0.19,1.06
SOIREE,11,1999,2,20,5,-61.05,140.5,-9999,1.48,8.67
SOIREE,11,1999,2,20,20,-61.05,140.5,-9999,1.96,10.78
SOIREE,11,1999,2,20,40,-61.05,140.5,-9999,2.23,12.01
SOIREE,11,1999,2,20,60,-61.05,140.5,-9999,1.08,6.11
SOIREE,11,1999,2,20,72,-61.05,140.5,-9999,0.67,4.04
SOIREE,11,1999,2,20,110,-61.05,140.5,-9999,0.18,1.4
SOIREE,13,1999,2,21,5,-61.1,140.64,-9999,1.36,7.53
SOIREE,13,1999,2,21,20,-61.1,140.64,-9999,1.64,9
SOIREE,13,1999,2,21,40,-61.1,140.64,-9999,1.9,10.02
SOIREE,13,1999,2,21,64,-61.1,140.64,-9999,0.89,5.09
SOIREE,13,1999,2,21,78,-61.1,140.64,-9999,0.6,3.43
SOIREE,13,1999,2,21,110,-61.1,140.64,-9999,0.33,1.64
SEED,14,2001,7,4,5,48.5,164.99,-9999,2.09,14.44
SEED,14,2001,7,4,10,48.5,164.99,-9999,2.63,16.72
SEED,14,2001,7,4,20,48.5,164.99,-9999,2.4,15.92
SEED,14,2001,7,4,30,48.5,164.99,-9999,1.65,13
SEED,14,2001,7,4,50,48.5,164.99,-9999,0.81,7.33
SEED,14,2001,7,4,60,48.5,164.99,-9999,0.62,6.17
SEED,14,2001,7,4,70,48.5,164.99,-9999,0.59,5.23
SEED,14,2001,7,4,80,48.5,164.99,-9999,0.39,4.27
SEED,14,2001,7,4,100,48.5,164.99,-9999,0.47,4.79
SEED,14,2001,7,4,150,48.5,164.99,-9999,0.34,3.43
SEED,14,2001,7,4,200,48.5,164.99,-9999,0.24,3.18
SEED,15,2001,7,17,5,48.5,165,0.15,2.09,14.8
SEED,15,2001,7,17,10,48.5,165,0.14,2.67,17
SEED,15,2001,7,17,20,48.5,165,0.09,1.68,15.82
SEED,15,2001,7,17,30,48.5,165,0.05,1.21,9.45
SEED,15,2001,7,17,40,48.5,165,-9999,0.65,6.72
SEED,15,2001,7,17,50,48.5,165,0.02,0.57,8.15
SEED,15,2001,7,17,60,48.5,165,-9999,0.38,4.27
SEED,15,2001,7,17,70,48.5,165,0.02,0.35,4.45
SEED,15,2001,7,17,80,48.5,165,-9999,0.37,4.2
SEED,15,2001,7,17,100,48.5,165,0.01,0.23,3.26
SEED,15,2001,7,17,150,48.5,165,0.01,-9999,-9999
SEED,16,2001,7,19,5,48.53,164.76,-9999,3.07,19.71
SEED,16,2001,7,19,10,48.53,164.76,-9999,2.71,16.91
SEED,16,2001,7,19,20,48.53,164.76,-9999,2.31,14.91
SEED,16,2001,7,19,30,48.53,164.76,-9999,1.53,10.83
SEED,16,2001,7,19,40,48.53,164.76,-9999,3.06,17.49
SEED,16,2001,7,19,50,48.53,164.76,-9999,0.67,5.5
SEED,16,2001,7,19,60,48.53,164.76,-9999,0.46,4.77
SEED,16,2001,7,19,70,48.53,164.76,-9999,0.53,4.9
SEED,16,2001,7,19,80,48.53,164.76,-9999,0.4,4.06
SEED,16,2001,7,19,100,48.53,164.76,-9999,0.31,3.36
SEED,17,2001,7,21,5,48.56,164.71,0.14,2.53,16.29
SEED,17,2001,7,21,10,48.56,164.71,0.2,2.72,17.06
SEED,17,2001,7,21,20,48.56,164.71,0.13,1.74,13.46
SEED,17,2001,7,21,30,48.56,164.71,0.11,1.41,10.99
SEED,17,2001,7,21,40,48.56,164.71,-9999,1.06,8.53
SEED,17,2001,7,21,50,48.56,164.71,0.04,0.9,7.09
SEED,17,2001,7,21,60,48.56,164.71,-9999,0.63,7.02
SEED,17,2001,7,21,70,48.56,164.71,0.03,0.57,5.46
SEED,17,2001,7,21,80,48.56,164.71,-9999,0.67,5.48
SEED,17,2001,7,21,100,48.56,164.71,0.02,0.42,4.65
SEED,17,2001,7,21,150,48.56,164.71,0.01,-9999,-9999
SEED,17,2001,7,21,200,48.56,164.71,0.01,-9999,-9999
SEED,18,2001,7,25,0,48.52,164.56,0.39,-9999,-9999
SEED,18,2001,7,25,5,48.52,164.56,0.4,6.54,40.93
SEED,18,2001,7,25,10,48.52,164.56,0.44,5.65,35.8
SEED,18,2001,7,25,20,48.52,164.56,0.19,2.75,16.62
SEED,18,2001,7,25,30,48.52,164.56,0.1,1.31,10.29
SEED,18,2001,7,25,40,48.52,164.56,-9999,1.05,8.43
SEED,18,2001,7,25,50,48.52,164.56,0.04,0.92,7.03
SEED,18,2001,7,25,60,48.52,164.56,-9999,0.61,5.46
SEED,18,2001,7,25,70,48.52,164.56,0.03,0.5,4.63
SEED,18,2001,7,25,80,48.52,164.56,-9999,0.37,3.96
SEED,18,2001,7,25,100,48.52,164.56,0.02,0.25,3.61
SEED,18,2001,7,25,150,48.52,164.56,0.02,-9999,-9999
SEED,18,2001,7,25,200,48.52,164.56,0.02,-9999,-9999
SEED,19,2001,7,26,0,48.64,164.27,0.67,-9999,-9999
SEED,19,2001,7,26,5,48.64,164.27,0.9,11.7,68.43
SEED,19,2001,7,26,10,48.64,164.27,0.3,9.92,65.22
SEED,19,2001,7,26,20,48.64,164.27,0.12,1.39,14.49
SEED,19,2001,7,26,30,48.64,164.27,0.09,1.69,11.62
SEED,19,2001,7,26,40,48.64,164.27,-9999,1.52,11.17
SEED,19,2001,7,26,50,48.64,164.27,0.06,1.37,10.39
SEED,19,2001,7,26,60,48.64,164.27,-9999,1.06,8.65
SEED,19,2001,7,26,70,48.64,164.27,0.02,0.7,6.04
SEED,19,2001,7,26,80,48.64,164.27,-9999,0.54,5.33
SEED,19,2001,7,26,100,48.64,164.27,0.02,0.39,4.25
SEED,19,2001,7,26,150,48.64,164.27,0.01,-9999,-9999
SEED,19,2001,7,26,200,48.64,164.27,0.01,-9999,-9999
SEED,20,2001,7,28,0,48.59,164.04,1.08,-9999,-9999
SEED,20,2001,7,28,5,48.59,164.04,0.92,11.2,69.68
SEED,20,2001,7,28,10,48.59,164.04,1.01,7.08,43.63
SEED,20,2001,7,28,20,48.59,164.04,0.33,1.73,14.1
SEED,20,2001,7,28,30,48.59,164.04,0.09,1.65,10.07
SEED,20,2001,7,28,40,48.59,164.04,-9999,1.01,7.6
SEED,20,2001,7,28,50,48.59,164.04,0.05,0.88,7.33
SEED,20,2001,7,28,60,48.59,164.04,-9999,0.74,7.24
SEED,20,2001,7,28,70,48.59,164.04,0.02,0.57,5.73
SEED,20,2001,7,28,80,48.59,164.04,-9999,0.49,4.99
SEED,20,2001,7,28,100,48.59,164.04,0.01,0.28,3.85
SEED,20,2001,7,28,150,48.59,164.04,0.02,-9999,-9999
SEED,20,2001,7,28,200,48.59,164.04,0.01,-9999,-9999
SEED,21,2001,7,31,0,48.56,163.9,0.92,-9999,-9999
SEED,21,2001,7,31,5,48.56,163.9,1.17,14.61,88.84
SEED,21,2001,7,31,10,48.56,163.9,1.13,12.58,77.58
SEED,21,2001,7,31,20,48.56,163.9,0.23,1.42,10.6
SEED,21,2001,7,31,30,48.56,163.9,0.09,1.62,11.42
SEED,21,2001,7,31,40,48.56,163.9,-9999,1.11,8.45
SEED,21,2001,7,31,50,48.56,163.9,0.05,0.9,7.31
SEED,21,2001,7,31,60,48.56,163.9,-9999,0.66,6.78
SEED,21,2001,7,31,70,48.56,163.9,0.02,0.52,5.52
SEED,21,2001,7,31,80,48.56,163.9,-9999,0.97,9.01
SEED,21,2001,7,31,100,48.56,163.9,0.01,0.36,4.8
SEED,21,2001,7,31,150,48.56,163.9,0.01,-9999,-9999
SEED,21,2001,7,31,200,48.56,163.9,0.01,-9999,-9999
SEED,22,2001,7,20,5,48.57,165.33,-9999,2.37,16.25
SEED,22,2001,7,20,10,48.57,165.33,-9999,1.98,14.06
SEED,22,2001,7,20,20,48.57,165.33,-9999,1.5,10.77
SEED,22,2001,7,20,30,48.57,165.33,-9999,1.32,9.68
SEED,22,2001,7,20,40,48.57,165.33,-9999,0.83,7.8
SEED,22,2001,7,20,50,48.57,165.33,-9999,0.48,4.83
SEED,22,2001,7,20,60,48.57,165.33,-9999,0.45,4.88
SEED,22,2001,7,20,70,48.57,165.33,-9999,0.39,4.72
SEED,22,2001,7,20,80,48.57,165.33,-9999,0.33,3.9
SEED,22,2001,7,20,100,48.57,165.33,-9999,0.3,4.5
SEED,23,2001,7,22,5,48.65,165.48,-9999,2.75,18.51
SEED,23,2001,7,22,10,48.65,165.48,-9999,2.43,16.03
SEED,23,2001,7,22,20,48.65,165.48,-9999,1.79,13.46
SEED,23,2001,7,22,30,48.65,165.48,-9999,1.45,10.8
SEED,23,2001,7,22,40,48.65,165.48,-9999,0.98,9.2
SEED,23,2001,7,22,50,48.65,165.48,-9999,0.95,7.23
SEED,23,2001,7,22,60,48.65,165.48,-9999,0.49,5.24
SEED,23,2001,7,22,70,48.65,165.48,-9999,0.52,4.81
SEED,23,2001,7,22,80,48.65,165.48,-9999,0.34,3.85
SEED,23,2001,7,22,100,48.65,165.48,-9999,0.35,3.74
SEED,18,2001,7,25,5,48.53,164.93,-9999,3.77,24.64
SEED,18,2001,7,25,10,48.53,164.93,-9999,2.91,18.61
SEED,18,2001,7,25,20,48.53,164.93,-9999,1.75,11.8
SEED,18,2001,7,25,30,48.53,164.93,-9999,1.73,11.52
SEED,18,2001,7,25,40,48.53,164.93,-9999,2.68,14.75
SEED,18,2001,7,25,50,48.53,164.93,-9999,0.63,7.14
SEED,18,2001,7,25,60,48.53,164.93,-9999,0.53,7.29
SEED,18,2001,7,25,70,48.53,164.93,-9999,0.6,5.5
SEED,18,2001,7,25,80,48.53,164.93,-9999,0.38,4.25
SEED,24,2001,7,27,5,48.57,164.72,-9999,3.61,22.7
SEED,24,2001,7,27,10,48.57,164.72,-9999,3.08,19.82
SEED,24,2001,7,27,20,48.57,164.72,-9999,1.87,13.18
SEED,24,2001,7,27,30,48.57,164.72,-9999,1.7,11.58
SEED,24,2001,7,27,40,48.57,164.72,-9999,1.48,10.54
SEED,24,2001,7,27,50,48.57,164.72,-9999,1.21,8.89
SEED,24,2001,7,27,60,48.57,164.72,-9999,0.69,6.21
SEED,24,2001,7,27,70,48.57,164.72,-9999,0.64,5.68
SEED,24,2001,7,27,80,48.57,164.72,-9999,0.43,4.69
SEED,24,2001,7,27,100,48.57,164.72,-9999,0.75,5.99
SEED,25,2001,7,29,5,48.58,163.77,-9999,2.97,19.17
SEED,25,2001,7,29,20,48.58,163.77,-9999,2.54,15.6
SEED,25,2001,7,29,30,48.58,163.77,-9999,1.56,10.48
SEED,25,2001,7,29,40,48.58,163.77,-9999,1.25,8.77
SEED,25,2001,7,29,50,48.58,163.77,-9999,1.02,7.71
SEED,25,2001,7,29,60,48.58,163.77,-9999,0.77,6.31
SEED,25,2001,7,29,70,48.58,163.77,-9999,0.63,5.82
SEED,25,2001,7,29,80,48.58,163.77,-9999,0.52,4.81
SEED,25,2001,7,29,100,48.58,163.77,-9999,0.32,4.15
IronEx_II,26,1995,5,28,3,-4.09,-104.92,-9999,0.61,3.58
IronEx_II,26,1995,5,28,10,-4.09,-104.92,-9999,0.63,3.77
IronEx_II,26,1995,5,28,20,-4.09,-104.92,-9999,0.73,4.27
IronEx_II,26,1995,5,28,40,-4.09,-104.92,-9999,0.46,2.76
IronEx_II,26,1995,5,28,50,-4.09,-104.92,-9999,0.41,2.4
IronEx_II,26,1995,5,28,70,-4.09,-104.92,-9999,0.4,2.48
IronEx_II,26,1995,5,28,3.7,-4.25,-104.97,-9999,0.65,4.12
IronEx_II,26,1995,5,28,11.2,-4.25,-104.97,-9999,0.7,4.32
IronEx_II,26,1995,5,28,16.2,-4.25,-104.97,-9999,0.64,3.89
IronEx_II,26,1995,5,28,32.4,-4.25,-104.97,-9999,0.96,5.51
IronEx_II,26,1995,5,28,53,-4.25,-104.97,-9999,0.51,3.08
IronEx_II,26,1995,5,28,72.2,-4.25,-104.97,-9999,0.36,2.32
IronEx_II,27,1995,5,30,4,-4.66,-105.29,-9999,0.65,3.85
IronEx_II,27,1995,5,30,10.9,-4.66,-105.29,-9999,0.69,4.08
IronEx_II,27,1995,5,30,15.8,-4.66,-105.29,-9999,0.63,3.8
IronEx_II,27,1995,5,30,21.5,-4.66,-105.29,-9999,0.78,4.43
IronEx_II,27,1995,5,30,31.2,-4.66,-105.29,-9999,0.78,4.6
IronEx_II,27,1995,5,30,51.4,-4.66,-105.29,-9999,0.57,3.42
IronEx_II,27,1995,5,30,72.8,-4.66,-105.29,-9999,0.36,2.26
IronEx_II,28,1995,5,31,4.3,-4.71,-105.7,-9999,0.79,4.93
IronEx_II,28,1995,5,31,11.5,-4.71,-105.7,-9999,0.85,5.08
IronEx_II,28,1995,5,31,16.3,-4.71,-105.7,-9999,0.85,5.38
IronEx_II,28,1995,5,31,21.6,-4.71,-105.7,-9999,0.98,5.86
IronEx_II,28,1995,5,31,31.7,-4.71,-105.7,-9999,0.75,4.7
IronEx_II,28,1995,5,31,52.6,-4.71,-105.7,-9999,0.66,3.83
IronEx_II,28,1995,5,31,72.1,-4.71,-105.7,-9999,0.58,3.52
IronEx_II,29,1995,6,1,100,-4.92,-106.26,-9999,0.76,4.4
IronEx_II,29,1995,6,1,101,-4.92,-106.26,-9999,1.04,5.74
IronEx_II,29,1995,6,1,102,-4.92,-106.26,-9999,1.2,6.6
IronEx_II,29,1995,6,1,103,-4.92,-106.26,-9999,1.22,6.84
IronEx_II,29,1995,6,1,104,-4.92,-106.26,-9999,1.17,6.73
IronEx_II,29,1995,6,1,105,-4.92,-106.26,-9999,1.09,6.08
IronEx_II,29,1995,6,1,106,-4.92,-106.26,-9999,1.12,5.91
IronEx_II,29,1995,6,1,107,-4.92,-106.26,-9999,0.84,4.62
IronEx_II,30,1995,6,2,110,-5.19,-106.41,-9999,0.87,5.25
IronEx_II,30,1995,6,2,113,-5.19,-106.41,-9999,1.15,7.24
IronEx_II,30,1995,6,2,114,-5.19,-106.41,-9999,1.55,10.66
IronEx_II,30,1995,6,2,115,-5.19,-106.41,-9999,1.54,10.22
IronEx_II,30,1995,6,2,119,-5.19,-106.41,-9999,1.13,6.86
IronEx_II,30,1995,6,2,120,-5.19,-106.41,-9999,0.76,4.72
IronEx_II,30,1995,6,2,121,-5.19,-106.41,-9999,0.8,4.84
IronEx_II,30,1995,6,2,3.8,-5.3,-106.76,-9999,0.58,3.39
IronEx_II,30,1995,6,2,11.5,-5.3,-106.76,-9999,0.74,4.27
IronEx_II,30,1995,6,2,15.7,-5.3,-106.76,-9999,0.74,4.27
IronEx_II,30,1995,6,2,22.3,-5.3,-106.76,-9999,0.8,4.64
IronEx_II,30,1995,6,2,32.8,-5.3,-106.76,-9999,0.95,5.4
IronEx_II,30,1995,6,2,52.6,-5.3,-106.76,-9999,0.41,2.46
IronEx_II,30,1995,6,2,73.7,-5.3,-106.76,-9999,0.57,3.67
IronEx_II,31,1995,6,4,3.8,-5.76,-107.09,-9999,2.12,12.33
IronEx_II,31,1995,6,4,11,-5.76,-107.09,-9999,2.04,12.03
IronEx_II,31,1995,6,4,16.5,-5.76,-107.09,-9999,2.05,12.05
IronEx_II,31,1995,6,4,21.7,-5.76,-107.09,-9999,1.81,10.82
IronEx_II,31,1995,6,4,51.1,-5.76,-107.09,-9999,0.94,5.12
IronEx_II,31,1995,6,4,72.1,-5.76,-107.09,-9999,0.56,3.22
IronEx_II,31,1995,6,4,3.1,-5.73,-107.17,-9999,2.88,18.44
IronEx_II,31,1995,6,4,10.7,-5.73,-107.17,-9999,2.91,18.1
IronEx_II,31,1995,6,4,16,-5.73,-107.17,-9999,2.87,17.95
IronEx_II,31,1995,6,4,21.4,-5.73,-107.17,-9999,2.04,12.34
IronEx_II,31,1995,6,4,32.4,-5.73,-107.17,-9999,0.82,4.76
IronEx_II,31,1995,6,4,52.6,-5.73,-107.17,-9999,0.66,3.77
IronEx_II,31,1995,6,4,73.3,-5.73,-107.17,-9999,0.57,3.24
IronEx_II,32,1995,6,5,3,-5.81,-107.43,-9999,2.18,13.1
IronEx_II,32,1995,6,5,10,-5.81,-107.43,-9999,2.82,16.57
IronEx_II,32,1995,6,5,15,-5.81,-107.43,-9999,1.99,12.86
IronEx_II,32,1995,6,5,20,-5.81,-107.43,-9999,2.08,12.67
IronEx_II,32,1995,6,5,30,-5.81,-107.43,-9999,1.61,9.24
IronEx_II,32,1995,6,5,50,-5.81,-107.43,-9999,1.2,5.84
IronEx_II,32,1995,6,5,70,-5.81,-107.43,-9999,0.5,2.93
IronEx_II,32,1995,6,5,3,-5.87,-107.5,-9999,1.8,10.78
IronEx_II,32,1995,6,5,12.2,-5.87,-107.5,-9999,2.03,11.8
IronEx_II,32,1995,6,5,16,-5.87,-107.5,-9999,1.74,10.1
IronEx_II,32,1995,6,5,21.2,-5.87,-107.5,-9999,1.98,11.63
IronEx_II,32,1995,6,5,32.1,-5.87,-107.5,-9999,1.98,11.43
IronEx_II,32,1995,6,5,53,-5.87,-107.5,-9999,0.83,4.63
IronEx_II,33,1995,6,6,3,-6.2,-107.9,-9999,1.88,11.15
IronEx_II,33,1995,6,6,10,-6.2,-107.9,-9999,1.87,10.79
IronEx_II,33,1995,6,6,15,-6.2,-107.9,-9999,1.78,10.47
IronEx_II,33,1995,6,6,20,-6.2,-107.9,-9999,1.84,10.78
IronEx_II,33,1995,6,6,30,-6.2,-107.9,-9999,1.68,9.98
IronEx_II,33,1995,6,6,50,-6.2,-107.9,-9999,0.9,5.11
IronEx_II,33,1995,6,6,70,-6.2,-107.9,-9999,0.71,4.27
IronEx_II,34,1995,6,7,248,-6.49,-108.33,-9999,0.7,4.3
IronEx_II,34,1995,6,7,250,-6.49,-108.33,-9999,0.7,4.06
IronEx_II,34,1995,6,7,253,-6.49,-108.33,-9999,0.69,4.24
IronEx_II,34,1995,6,7,254,-6.49,-108.33,-9999,1.05,6.44
IronEx_II,34,1995,6,7,255,-6.49,-108.33,-9999,1.33,8.03
IronEx_II,34,1995,6,7,258,-6.49,-108.33,-9999,1.88,10.87
IronEx_II,34,1995,6,7,259,-6.49,-108.33,-9999,1.31,7.9
IronEx_II,34,1995,6,7,260,-6.49,-108.33,-9999,1.04,6.36
IronEx_II,34,1995,6,7,262,-6.49,-108.33,-9999,0.78,4.84
IronEx_II,34,1995,6,7,263,-6.49,-108.33,-9999,0.82,4.9
IronEx_II,35,1995,6,12,4.2,-7.2,-109.88,-9999,1.11,6.26
IronEx_II,35,1995,6,12,11.3,-7.2,-109.88,-9999,1.03,5.91
IronEx_II,35,1995,6,12,16.4,-7.2,-109.88,-9999,1.16,6.34
IronEx_II,35,1995,6,12,21.8,-7.2,-109.88,-9999,0.92,5.42
IronEx_II,35,1995,6,12,4.1,-7.46,-109.86,-9999,1.94,11.94
IronEx_II,35,1995,6,12,11.2,-7.46,-109.86,-9999,1.99,12.37
IronEx_II,35,1995,6,12,16.2,-7.46,-109.86,-9999,2.16,13.96
IronEx_II,35,1995,6,12,21.4,-7.46,-109.86,-9999,1.74,11.34
IronEx_II,35,1995,6,12,41.8,-7.46,-109.86,-9999,0.84,4.66
IronEx_II,35,1995,6,12,52.3,-7.46,-109.86,-9999,0.6,3.62
IronEx_II,35,1995,6,12,73.4,-7.46,-109.86,-9999,0.63,3.7
IronEx_II,36,1995,6,15,3.3,-7.38,-110.82,-9999,0.82,5
IronEx_II,36,1995,6,15,10.2,-7.38,-110.82,-9999,0.94,5.46
IronEx_II,36,1995,6,15,15.5,-7.38,-110.82,-9999,0.83,4.79
IronEx_II,36,1995,6,15,21.2,-7.38,-110.82,-9999,0.84,4.83
IronEx_II,36,1995,6,15,31.3,-7.38,-110.82,-9999,0.97,5.66
IronEx_II,36,1995,6,15,4.1,-7.33,-110.95,-9999,0.93,5.59
IronEx_II,36,1995,6,15,10.7,-7.33,-110.95,-9999,0.96,5.84
IronEx_II,36,1995,6,15,16.7,-7.33,-110.95,-9999,1.03,6.22
IronEx_II,36,1995,6,15,21.3,-7.33,-110.95,-9999,1.03,6.06
IronEx_II,36,1995,6,15,31.9,-7.33,-110.95,-9999,0.95,5.79
IronEx_II,36,1995,6,15,52.1,-7.33,-110.95,-9999,0.56,3.26
IronEx_II,36,1995,6,15,74.3,-7.33,-110.95,-9999,0.54,3.27
JGOFS Southern Ocean,37,1997,10,23,0,-57,-170,-9999,0.451,3.361
JGOFS Southern Ocean,37,1997,10,23,10,-57,-170,-9999,0.465,3.982
JGOFS Southern Ocean,37,1997,10,23,20,-57,-170,-9999,0.43,3.246
JGOFS Southern Ocean,37,1997,10,23,30,-57,-170,-9999,0.458,3.215
JGOFS Southern Ocean,37,1997,10,23,40,-57,-170,-9999,0.413,3.189
JGOFS Southern Ocean,37,1997,10,23,50,-57,-170,-9999,0.431,3.398
JGOFS Southern Ocean,37,1997,10,23,60,-57,-170,-9999,0.441,3.568
JGOFS Southern Ocean,37,1997,10,23,70,-57,-170,-9999,0.426,3.78
JGOFS Southern Ocean,37,1997,10,23,100,-57,-170,-9999,0.363,2.992
